Time stamp,Adj Close
1492861200.0,45.25377
1492861260.0,45.112
1492861320.0,45.11
1492861380.0,45.0
1492861440.0,45.0
1492861500.0,45.00117
1492861560.0,44.996
1492861620.0,44.996
1492861680.0,45.03925
1492861740.0,44.99644
1492861800.0,44.99644
1492861860.0,45.05453
1492861920.0,44.99821
1492861980.0,45.055
1492862040.0,45.19923
1492862100.0,45.19923
1492862160.0,45.0
1492862220.0,45.10002
1492862280.0,45.1
1492862340.0,45.1
1492862400.0,45.19617
1492862460.0,45.19617
1492862520.0,45.19617
1492862580.0,45.19617
1492862640.0,45.19617
1492862700.0,45.19347
1492862760.0,45.15392
1492862820.0,45.15392
1492862880.0,45.19148
1492862940.0,45.00268
1492863000.0,45.14999
1492863060.0,45.14999
1492863120.0,45.13147
1492863180.0,45.15
1492863240.0,45.15
1492863300.0,45.15
1492863360.0,45.09996
1492863420.0,45.00314
1492863480.0,45.06048
1492863540.0,45.06048
1492863600.0,45.06048
1492863660.0,44.89193
1492863720.0,45.09988
1492863780.0,45.09988
1492863840.0,45.09988
1492863900.0,45.02564
1492863960.0,45.02564
1492864020.0,45.02564
1492864080.0,45.02564
1492864140.0,45.02564
1492864200.0,45.02564
1492864260.0,45.02564
1492864320.0,44.91
1492864380.0,44.91
1492864440.0,45.08539
1492864500.0,44.91
1492864560.0,44.91
1492864620.0,44.91
1492864680.0,44.90513
1492864740.0,45.11395
1492864800.0,44.93003
1492864860.0,44.93003
1492864920.0,44.93003
1492864980.0,44.93
1492865040.0,44.93
1492865100.0,45.11066
1492865160.0,45.09983
1492865220.0,45.09973
1492865280.0,45.0989
1492865340.0,44.93007
1492865400.0,44.93007
1492865460.0,44.93007
1492865520.0,44.93007
1492865580.0,44.93007
1492865640.0,45.09607
1492865700.0,45.09605
1492865760.0,44.97821
1492865820.0,44.94
1492865880.0,44.94
1492865940.0,44.94
1492866000.0,45.0
1492866060.0,44.94044
1492866120.0,44.94044
1492866180.0,44.94044
1492866240.0,45.00008
1492866300.0,45.00016
1492866360.0,45.01742
1492866420.0,45.19999
1492866480.0,45.19997
1492866540.0,45.19997
1492866600.0,45.19997
1492866660.0,45.19997
1492866720.0,45.19937
1492866780.0,45.16042
1492866840.0,45.16042
1492866900.0,45.16042
1492866960.0,45.16087
1492867020.0,45.11477
1492867080.0,44.94002
1492867140.0,45.15977
1492867200.0,44.94071
1492867260.0,45.05243
1492867320.0,45.15799
1492867380.0,45.15799
1492867440.0,45.15799
1492867500.0,45.15799
1492867560.0,45.15631
1492867620.0,45.15631
1492867680.0,44.97992
1492867740.0,45.15
1492867800.0,45.15
1492867860.0,45.14999
1492867920.0,45.14999
1492867980.0,45.15
1492868040.0,45.15
1492868100.0,45.15
1492868160.0,45.15
1492868220.0,44.98081
1492868280.0,44.98081
1492868340.0,45.05942
1492868400.0,45.07521
1492868460.0,45.07521
1492868520.0,45.10675
1492868580.0,45.10676
1492868640.0,45.17677
1492868700.0,45.07566
1492868760.0,45.04994
1492868820.0,44.98465
1492868880.0,44.95001
1492868940.0,44.95
1492869000.0,44.95
1492869060.0,44.95
1492869120.0,44.95
1492869180.0,44.93
1492869240.0,44.93001
1492869300.0,44.87
1492869360.0,44.8411
1492869420.0,44.8411
1492869480.0,44.80102
1492869540.0,44.91545
1492869600.0,44.91545
1492869660.0,44.915
1492869720.0,44.915
1492869780.0,44.915
1492869840.0,44.95
1492869900.0,44.98892
1492869960.0,45.15924
1492870020.0,45.15924
1492870080.0,45.03
1492870140.0,45.03045
1492870200.0,45.03045
1492870260.0,45.03045
1492870320.0,45.03045
1492870380.0,44.97
1492870440.0,44.97
1492870500.0,45.02999
1492870560.0,45.02999
1492870620.0,45.00012
1492870680.0,45.00012
1492870740.0,45.05
1492870800.0,45.15787
1492870860.0,45.15787
1492870920.0,45.15787
1492870980.0,45.11835
1492871040.0,45.13969
1492871100.0,45.11835
1492871160.0,45.08234
1492871220.0,45.08234
1492871280.0,45.08279
1492871340.0,45.08279
1492871400.0,45.16
1492871460.0,45.16
1492871520.0,45.1
1492871580.0,45.1
1492871640.0,45.1
1492871700.0,45.1
1492871760.0,45.1
1492871820.0,45.1
1492871880.0,45.09999
1492871940.0,45.1
1492872000.0,45.1
1492872060.0,45.1
1492872120.0,45.1
1492872180.0,45.05
1492872240.0,45.05
1492872300.0,45.05
1492872360.0,45.01031
1492872420.0,45.04954
1492872480.0,45.04998
1492872540.0,45.01076
1492872600.0,45.05
1492872660.0,45.05
1492872720.0,45.05
1492872780.0,45.05
1492872840.0,45.05
1492872900.0,45.01076
1492872960.0,45.01076
1492873020.0,45.01076
1492873080.0,45.04
1492873140.0,45.04966
1492873200.0,45.04966
1492873260.0,45.04965
1492873320.0,45.04
1492873380.0,45.04
1492873440.0,45.04
1492873500.0,45.04
1492873560.0,45.04
1492873620.0,45.01015
1492873680.0,45.00278
1492873740.0,45.00278
1492873800.0,45.00278
1492873860.0,45.00278
1492873920.0,45.03816
1492873980.0,45.03816
1492874040.0,45.04964
1492874160.0,45.04964
1492874220.0,45.01
1492874280.0,45.01
1492874340.0,45.05
1492874400.0,45.01
1492874460.0,45.05
1492874520.0,45.01
1492874580.0,45.01
1492874640.0,45.01
1492874700.0,45.04999
1492874760.0,45.04999
1492874820.0,45.04999
1492874880.0,45.01008
1492874940.0,45.05
1492875000.0,45.05
1492875060.0,45.05
1492875120.0,45.01152
1492875180.0,45.05
1492875240.0,45.05
1492875300.0,45.05
1492875360.0,45.04
1492875420.0,45.05
1492875480.0,45.01379
1492875540.0,45.01435
1492875600.0,45.09954
1492875660.0,45.1
1492875720.0,45.08025
1492875780.0,45.1
1492875840.0,45.1
1492875900.0,45.1
1492875960.0,45.1
1492876020.0,45.1
1492876080.0,45.1
1492876140.0,45.06
1492876200.0,45.1
1492876260.0,45.1
1492876320.0,45.09999
1492876380.0,45.09999
1492876440.0,45.09999
1492876500.0,45.1
1492876560.0,45.09999
1492876620.0,45.09999
1492876680.0,45.09999
1492876740.0,45.1
1492876800.0,44.77028
1492876860.0,44.90216
1492876920.0,44.90234
1492876980.0,44.94154
1492877040.0,45.09997
1492877100.0,44.94208
1492877160.0,44.94208
1492877220.0,44.94208
1492877280.0,45.02075
1492877340.0,45.02029
1492877400.0,45.02029
1492877460.0,45.02029
1492877520.0,45.02029
1492877580.0,45.16
1492877640.0,45.05973
1492877700.0,45.05973
1492877760.0,45.05
1492877820.0,45.04998
1492877880.0,45.04998
1492877940.0,45.05
1492878000.0,45.05
1492878060.0,45.05
1492878120.0,45.05
1492878180.0,45.05
1492878240.0,45.05
1492878300.0,45.04998
1492878360.0,45.05
1492878420.0,45.05
1492878480.0,45.05
1492878540.0,45.05
1492878600.0,45.05
1492878660.0,45.05
1492878720.0,45.05
1492878780.0,45.05
1492878840.0,45.04998
1492878900.0,45.05
1492878960.0,44.95
1492879020.0,44.95
1492879080.0,44.95
1492879140.0,44.94999
1492879200.0,44.95
1492879260.0,44.95
1492879320.0,44.95
1492879380.0,44.94999
1492879440.0,44.95
1492879500.0,44.94999
1492879560.0,44.94998
1492879620.0,44.94999
1492879680.0,44.94999
1492879740.0,44.94999
1492879800.0,44.95
1492879860.0,45.03918
1492879920.0,45.03918
1492879980.0,45.03918
1492880040.0,44.85067
1492880100.0,44.85067
1492880160.0,44.8899
1492880220.0,44.85069
1492880280.0,44.85001
1492880340.0,44.85001
1492880400.0,44.85
1492880460.0,44.85
1492880520.0,44.86
1492880580.0,44.86
1492880640.0,44.84179
1492880700.0,44.89085
1492880760.0,44.89072
1492880820.0,44.89064
1492880880.0,44.8901
1492880940.0,44.8
1492881000.0,44.8
1492881060.0,44.85
1492881120.0,44.85
1492881180.0,44.85
1492881240.0,44.8
1492881300.0,44.8
1492881360.0,44.8
1492881420.0,44.8
1492881480.0,44.8
1492881540.0,44.79999
1492881600.0,44.79992
1492881660.0,44.79992
1492881720.0,44.79999
1492881780.0,44.79999
1492881840.0,44.8
1492881900.0,44.80001
1492881960.0,44.80001
1492882020.0,44.80001
1492882080.0,44.80001
1492882140.0,44.80001
1492882200.0,44.88913
1492882260.0,44.88913
1492882320.0,44.88913
1492882380.0,44.89241
1492882440.0,44.89241
1492882500.0,44.89241
1492882560.0,44.89181
1492882620.0,44.89181
1492882680.0,44.85249
1492882740.0,44.79046
1492882800.0,44.79
1492882860.0,44.7
1492882920.0,44.7
1492882980.0,44.79001
1492883040.0,44.79001
1492883100.0,44.70001
1492883160.0,44.70001
1492883220.0,44.70001
1492883280.0,44.78956
1492883340.0,44.7
1492883400.0,44.7
1492883460.0,44.70003
1492883520.0,44.70003
1492883580.0,44.70003
1492883640.0,44.8
1492883700.0,44.85185
1492883760.0,44.72168
1492883820.0,44.72168
1492883880.0,44.78939
1492883940.0,44.78939
1492884000.0,44.8
1492884060.0,44.8
1492884120.0,44.8
1492884180.0,44.8
1492884240.0,44.8
1492884300.0,44.8
1492884360.0,44.8
1492884420.0,44.8
1492884480.0,44.8
1492884540.0,44.66007
1492884600.0,44.87885
1492884660.0,44.75232
1492884720.0,44.87863
1492884780.0,44.87863
1492884840.0,44.84821
1492884900.0,44.84832
1492884960.0,44.87875
1492885020.0,44.87822
1492885080.0,44.87828
1492885140.0,44.87827
1492885200.0,44.87827
1492885260.0,44.71
1492885320.0,44.97138
1492885380.0,44.97138
1492885440.0,44.9705
1492885500.0,44.9705
1492885560.0,44.6
1492885620.0,44.6
1492885680.0,44.8033
1492885740.0,44.8033
1492885800.0,44.95612
1492885860.0,44.81
1492885920.0,44.81
1492885980.0,44.81
1492886040.0,44.81
1492886100.0,44.9161
1492886160.0,44.9161
1492886220.0,44.9161
1492886280.0,44.84335
1492886340.0,44.84335
1492886400.0,44.90232
1492886460.0,44.90232
1492886520.0,44.90232
1492886580.0,44.90232
1492886640.0,44.90232
1492886700.0,44.8827
1492886760.0,44.65324
1492886820.0,44.65324
1492886880.0,44.65324
1492886940.0,44.88205
1492887000.0,44.88188
1492887060.0,44.84279
1492887120.0,44.70001
1492887180.0,44.70001
1492887240.0,44.70001
1492887300.0,44.82579
1492887360.0,44.70055
1492887420.0,44.70055
1492887480.0,44.86448
1492887540.0,44.86505
1492887600.0,44.89881
1492887660.0,44.89881
1492887720.0,44.81124
1492887780.0,44.81168
1492887840.0,44.8
1492887900.0,44.85841
1492887960.0,44.85841
1492888020.0,44.70062
1492888080.0,44.70062
1492888140.0,44.83954
1492888200.0,44.83955
1492888260.0,44.8398
1492888320.0,44.83978
1492888380.0,44.78
1492888440.0,44.78044
1492888500.0,44.83907
1492888560.0,44.70067
1492888620.0,44.65364
1492888680.0,44.651
1492888740.0,44.65104
1492888800.0,44.65202
1492888860.0,44.74736
1492888920.0,44.74695
1492888980.0,44.74695
1492889040.0,44.7775
1492889100.0,44.7775
1492889160.0,44.7775
1492889220.0,44.83669
1492889280.0,44.83669
1492889340.0,44.83669
1492889400.0,44.79998
1492889460.0,44.79998
1492889520.0,44.70004
1492889580.0,44.74464
1492889640.0,44.70007
1492889700.0,44.74955
1492889760.0,44.79998
1492889820.0,44.79998
1492889880.0,44.79998
1492889940.0,44.79953
1492890000.0,44.7001
1492890060.0,44.7001
1492890120.0,44.7001
1492890180.0,44.7001
1492890240.0,44.73896
1492890300.0,44.73896
1492890360.0,44.73811
1492890420.0,44.73811
1492890480.0,44.79365
1492890540.0,44.79365
1492890600.0,44.79365
1492890660.0,44.73072
1492890720.0,44.73072
1492890780.0,44.79365
1492890840.0,44.8
1492890900.0,44.89976
1492890960.0,44.89976
1492891020.0,44.89912
1492891080.0,44.89911
1492891140.0,44.89911
1492891200.0,44.85987
1492891260.0,44.85931
1492891320.0,44.85931
1492891380.0,44.9
1492891440.0,44.9
1492891500.0,44.86031
1492891560.0,44.89955
1492891620.0,44.89955
1492891680.0,44.89955
1492891740.0,44.99944
1492891800.0,44.99952
1492891860.0,44.99951
1492891920.0,44.99951
1492891980.0,45.03897
1492892040.0,45.039
1492892100.0,45.039
1492892160.0,45.039
1492892220.0,44.99988
1492892280.0,44.99988
1492892340.0,44.99988
1492892400.0,44.99988
1492892460.0,44.99986
1492892520.0,44.99985
1492892580.0,44.99995
1492892640.0,44.99995
1492892700.0,44.99995
1492892760.0,44.91002
1492892820.0,44.91002
1492892880.0,44.92573
1492892940.0,44.9995
1492893000.0,44.9995
1492893060.0,44.99927
1492893120.0,44.99927
1492893180.0,44.99927
1492893240.0,44.91002
1492893300.0,44.91002
1492893360.0,45.02998
1492893420.0,45.02998
1492893480.0,45.02998
1492893540.0,44.92003
1492893600.0,45.03
1492893660.0,45.039
1492893720.0,45.039
1492893780.0,45.06944
1492893840.0,45.03046
1492893900.0,45.03046
1492893960.0,45.03046
1492894020.0,45.03046
1492894080.0,44.95977
1492894140.0,44.96021
1492894200.0,44.96021
1492894260.0,45.02999
1492894320.0,45.02999
1492894380.0,45.02999
1492894440.0,45.02999
1492894500.0,45.02999
1492894560.0,44.92
1492894620.0,44.91
1492894680.0,44.81045
1492894740.0,44.80002
1492894800.0,45.02912
1492894860.0,45.02912
1492894920.0,45.02795
1492894980.0,45.02795
1492895040.0,44.87058
1492895100.0,44.87058
1492895160.0,44.88628
1492895220.0,44.99996
1492895280.0,44.88672
1492895340.0,44.88672
1492895400.0,44.88672
1492895460.0,44.99952
1492895520.0,44.99952
1492895580.0,44.99952
1492895640.0,44.99952
1492895700.0,44.92
1492895760.0,44.91999
1492895820.0,44.76011
1492895880.0,44.86776
1492895940.0,44.9998
1492896000.0,44.85001
1492896060.0,44.85001
1492896120.0,44.86576
1492896180.0,44.87396
1492896240.0,44.8971
1492896300.0,44.89668
1492896360.0,44.85065
1492896420.0,44.9
1492896480.0,44.9
1492896540.0,44.96
1492896600.0,44.96
1492896660.0,44.96002
1492896720.0,45.0442
1492896780.0,44.96
1492896840.0,44.96
1492896900.0,44.96
1492896960.0,44.96
1492897020.0,44.92066
1492897080.0,44.85046
1492897140.0,44.85046
1492897200.0,44.85046
1492897260.0,44.93593
1492897320.0,44.94011
1492897380.0,44.94011
1492897440.0,44.94011
1492897500.0,44.97505
1492897560.0,44.8509
1492897620.0,44.97431
1492897680.0,44.8509
1492897740.0,44.85001
1492897800.0,44.85001
1492897860.0,44.93971
1492897920.0,44.85004
1492897980.0,44.8501
1492898040.0,44.85027
1492898100.0,44.85004
1492898160.0,44.85
1492898220.0,44.85
1492898280.0,44.85
1492898340.0,44.85013
1492898400.0,44.85
1492898460.0,44.85013
1492898520.0,44.85001
1492898580.0,44.84
1492898640.0,44.81722
1492898700.0,44.80003
1492898760.0,44.80003
1492898820.0,44.82497
1492898880.0,44.82497
1492898940.0,44.82497
1492899000.0,44.82497
1492899060.0,44.82497
1492899120.0,44.8
1492899180.0,44.80003
1492899240.0,44.80003
1492899300.0,44.80003
1492899360.0,44.80001
1492899420.0,44.80001
1492899480.0,44.80001
1492899540.0,44.76
1492899600.0,44.73001
1492899660.0,44.73001
1492899720.0,44.73001
1492899780.0,44.74345
1492899840.0,44.74345
1492899900.0,44.74345
1492899960.0,44.74345
1492900020.0,44.74345
1492900080.0,44.74345
1492900140.0,44.74345
1492900200.0,44.74345
1492900260.0,44.74345
1492900320.0,44.80176
1492900380.0,44.80176
1492900440.0,44.80176
1492900500.0,44.80176
1492900560.0,44.80176
1492900620.0,44.8
1492900680.0,44.80002
1492900740.0,44.80002
1492900800.0,44.80002
1492900860.0,44.80002
1492900920.0,44.80002
1492900980.0,44.80002
1492901040.0,44.80002
1492901100.0,44.80001
